Período;Região;Instituição;Localização Geográfica;Médicos S/ Internos;Médicos Internos;Enfermeiros;Técnicos Superiores de Saúde;Farmacêuticos;Técnicos de Diagnóstico e Terapêutica;Assistentes Técnicos;Assistentes Operacionais;Técnicos Superiores;Informáticos;Outros;Total Geral
2019-08;Região de Saúde Norte;Unidade Local de Saúde Nordeste, E.P.E.;41.8056532,-6.7888197;199;103;664;22;;127;265;414;53;14;10;1871
2019-08;Região de Saúde do Alentejo;Unidade Local de Saúde Norte Alentejano, E.P.E.;39.3003425,-7.4263845;149;52;566;8;;118;240;358;40;9;26;1566
2019-09;Região de Saúde do Alentejo;Administração Regional de Saúde do Alentejo, I.P.;38.565715,-7.91162;117;35;216;16;;34;185;83;67;8;13;774
2019-09;Região de Saúde do Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812,-8.7982706;250;131;837;24;;135;170;525;35;9;10;2126
2019-09;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454,-9.216985;565;376;1436;42;;332;399;934;70;12;33;4199
2019-09;Região de Saúde Norte;Centro Hospitalar de Trás-os-Montes e Alto Douro, E.P.E.;41.3031784,-7.7515252;329;175;1016;29;;186;222;657;43;18;12;2687
2019-09;Região de Saúde Norte;Centro Hospitalar de Vila Nova de Gaia/Espinho, E.P.E.;41.1094138,-8.5972617;583;311;1245;36;;233;294;896;65;16;22;3701
2019-09;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523,-8.4098211;1032;624;2932;112;;495;693;1694;138;27;56;7803
2019-09;Região de Saúde LVT;Centro Hospitalar Médio Tejo, E.P.E.;39.478072,-8.5404429;165;71;768;25;;158;184;547;51;11;21;2001
2019-09;Serviços Centrais;Direção-Geral da Saúde;38.7364065,-9.1379161;15;;11;2;;2;29;12;42;2;17;132
2019-09;Região de Saúde Norte;Hospital de Braga, E.P.E.;41.567832,-8.398936;503;252;989;25;;166;249;719;82;4;8;2997
2019-09;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, E.P.E.;38.7422257,-9.2264834;389;251;1031;38;;234;281;708;58;10;35;3035
2019-09;Serviços Centrais;Inspeção-Geral das Atividades em Saúde;38.7156219,-9.1431603;;;;;;;15;3;6;1;57;82
2019-09;Região de Saúde do Centro;Instituto Português Oncologia Francisco Gentil - Coimbra, E.P.E.;40.2162514,-8.4103814;150;42;277;27;;97;116;263;28;5;13;1018
2019-09;Região de Saúde do Alentejo;Unidade Local de Saúde Litoral Alentejano, E.P.E.;38.0162314,-8.6956768;93;34;387;5;;82;158;219;22;4;14;1018
2019-10;Serviços Centrais;Administração Central do Sistema de Saúde, I.P.;38.7569402,-9.1494097;1;;4;;;;36;7;122;3;26;199
2019-10;Região de Saúde Norte;Centro Hospitalar de Vila Nova de Gaia/Espinho, E.P.E.;41.1094138,-8.5972617;585;309;1256;35;;233;296;907;64;16;22;3723
2019-10;Região de Saúde LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629,-9.1258493;174;108;610;13;;127;207;419;27;8;21;1714
2019-10;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523,-8.4098211;1030;618;2963;112;;497;705;1735;138;27;55;7880
2019-10;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364,-8.0827433;351;196;942;19;;173;221;550;31;7;22;2512
2019-10;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158,-7.4922407;117;78;401;10;;100;158;310;62;10;8;1254
2019-10;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498,-8.6172617;743;441;1472;64;;308;396;932;97;18;34;4505
2019-10;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948,-9.1371248;1076;582;2678;74;;652;718;1870;127;27;56;7860
2019-10;Região de Saúde Norte;Hospital da Senhora da Oliveira - Guimarães, E.P.E.;41.4387173,-8.3086907;267;163;696;16;;105;131;331;37;7;16;1769
2019-10;Serviços Centrais;Instituto Português do Sangue e da Transplantação, I.P.;38.7567758,-9.1505021;29;;75;21;;128;80;79;42;9;9;472
2019-10;Serviços Centrais;Secretaria Geral do Ministério da Saúde;38.7362218,-9.1463126;;;;;;;15;15;22;2;7;61
2019-10;Serviços Centrais;Serviços Partilhados do Ministério da Saúde, E.P.E.;38.739767,-9.1489431;;;;;;;59;3;139;17;46;264
2019-11;Região de Saúde do Algarve;Administração Regional de Saúde do Algarve, I.P.;37.027122,-7.946842;277;72;457;32;;106;341;178;118;11;12;1604
2019-11;Região de Saúde Norte;Centro Hospitalar de Vila Nova de Gaia/Espinho, E.P.E.;41.1094138,-8.5972617;585;310;1266;35;;237;296;910;65;16;22;3742
2019-11;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453,-8.6543716;278;130;750;19;;113;140;416;20;4;23;1893
2019-11;Região de Saúde LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629,-9.1258493;170;107;608;13;;127;207;418;27;8;24;1709
2019-11;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771,-9.1460705;58;34;162;45;;35;55;149;39;4;13;594
2019-11;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158,-7.4922407;118;78;403;10;;100;158;315;62;10;11;1265
2019-11;Região de Saúde Norte;Hospital da Senhora da Oliveira - Guimarães, E.P.E.;41.4387173,-8.3086907;268;162;702;16;;105;131;328;37;7;16;1772
2019-11;Região de Saúde LVT;Hospital Distrital de Santarém, E.P.E.;39.2410946,-8.6937515;179;103;602;13;;115;132;438;25;4;17;1628
2019-11;Região de Saúde do Centro;Hospital Doutor Francisco Zagalo - Ovar;40.8571967,-8.6318023;19;;51;2;;17;29;42;11;3;5;179
2019-11;Região de Saúde LVT;Instituto Português Oncologia Francisco Gentil - Lisboa, E.P.E.;38.7396768,-9.1634516;265;97;581;32;;192;228;407;93;10;34;1939
2019-11;Serviços Centrais;Secretaria Geral do Ministério da Saúde;38.7362218,-9.1463126;;;;;;;15;15;22;2;7;61
2019-11;Região de Saúde do Centro;Unidade Local de Saúde Guarda, E.P.E.;40.5309916,-7.2734793;214;88;729;30;;138;223;539;44;11;26;2042
2019-11;Região de Saúde Norte;Unidade Local de Saúde Matosinhos, E.P.E.;41.1794456,-8.6745115;423;217;859;21;;141;298;401;51;11;31;2453
2019-11;Região de Saúde do Alentejo;Unidade Local de Saúde Norte Alentejano, E.P.E.;39.3003425,-7.4263845;152;50;567;8;;118;240;356;39;9;26;1565
2019-12;Região de Saúde Norte;Administração Regional de Saúde do Norte, I.P.;41.157454,-8.604431;2034;714;2835;153;;190;1997;725;398;25;36;9107
2019-12;Região de Saúde Norte;Centro Hospitalar de Trás-os-Montes e Alto Douro, E.P.E.;41.3031784,-7.7515252;329;170;1025;29;;188;227;668;42;18;13;2709
2019-12;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453,-8.6543716;276;128;746;20;;115;140;416;20;4;23;1888
2019-12;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523,-8.4098211;1024;611;2987;112;;498;711;1739;140;28;54;7904
2019-12;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498,-8.6172617;741;439;1465;64;;306;396;923;98;17;33;4482
2019-12;Região de Saúde LVT;Instituto de Oftalmologia Gama Pinto;38.7218793,-9.144249;32;5;24;1;;11;22;12;8;1;7;123
2019-12;Região de Saúde Norte;Instituto Português Oncologia Francisco Gentil - Porto, E.P.E.;41.1785642,-8.6062881;299;83;746;63;;184;209;521;60;13;23;2201
2019-12;Serviços Centrais;Serviços Partilhados do Ministério da Saúde, E.P.E.;38.739767,-9.1489431;;;;;;;58;3;140;17;47;265
2020-01;Região de Saúde do Alentejo;Administração Regional de Saúde do Alentejo, I.P.;;113;42;222;15;;34;188;82;68;9;13;786
2020-01;Região de Saúde LVT;Centro Hospitalar Médio Tejo, E.P.E.;39.478072,-8.5404429;163;90;773;25;;160;184;555;52;11;20;2033
2020-01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, E.P.E.;41.3828711,-8.7589945;110;42;272;9;;35;77;162;27;4;8;746
2020-01;Região de Saúde Norte;Instituto Português Oncologia Francisco Gentil - Porto, E.P.E.;41.1785642,-8.6062881;297;102;742;63;;184;208;516;62;13;23;2210
2020-01;Região de Saúde Norte;Unidade Local de Saúde Alto Minho, E.P.E.;41.7056054,-8.8252713;409;197;958;34;;119;375;522;67;13;18;2712
2020-02;Região de Saúde LVT;Centro Hospitalar Barreiro Montijo, E.P.E.;38.6554005,-9.0592392;182;117;663;14;;156;179;440;35;9;23;1818
2020-02;Região de Saúde Norte;Hospital de Magalhães Lemos, E.P.E.;41.1764649,-8.6649823;41;24;168;14;;10;30;146;15;2;7;457
2020-02;Região de Saúde LVT;Hospital Distrital de Santarém, E.P.E.;39.2410946,-8.6937515;178;121;604;13;;113;131;460;25;4;16;1665
2020-02;Serviços Centrais;Inspeção-Geral das Atividades em Saúde;;;;;;;;15;3;7;1;55;81
2020-02;Região de Saúde LVT;Instituto de Oftalmologia Gama Pinto;38.7218793,-9.144249;30;6;24;1;;11;22;12;9;1;7;123
2020-02;Serviços Centrais;Instituto Nacional de Saúde Dr. Ricardo Jorge, I.P.;;7;;4;89;;104;91;58;125;5;66;549
2020-02;Serviços Centrais;Instituto Português do Sangue e da Transplantação, I.P.;;29;;74;20;;127;80;76;42;9;9;466
2020-02;Região de Saúde do Centro;Instituto Português Oncologia Francisco Gentil - Coimbra, E.P.E.;40.2162514,-8.4103814;151;52;276;28;;103;116;263;31;5;11;1036
2020-03;Serviços Centrais;Ação Governativa;;;;;;;;7;6;;1;21;35
2020-03;Região de Saúde do Alentejo;Administração Regional de Saúde do Alentejo, I.P.;;111;40;224;15;;34;187;80;68;9;13;781
2020-03;Região de Saúde Norte;Centro Hospitalar de Vila Nova de Gaia/Espinho, E.P.E.;41.1094138,-8.5972617;587;353;1263;35;;237;295;917;66;16;22;3791
2020-03;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;41.3423984,-8.4802503;167;67;398;12;;81;105;264;16;4;15;1129
2020-03;Região de Saúde LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629,-9.1258493;175;103;604;13;;132;210;417;29;8;24;1715
2020-03;Região de Saúde LVT;Centro Hospitalar Médio Tejo, E.P.E.;39.478072,-8.5404429;160;87;768;25;;159;188;554;53;11;19;2024
2020-03;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, E.P.E.;41.2494561,-8.264901;299;165;703;12;;122;214;546;40;10;19;2130
2020-03;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498,-8.6172617;734;486;1533;64;;309;401;941;97;17;32;4614
2020-03;Serviços Centrais;Direção-Geral da Saúde;;12;;11;2;;2;26;12;45;2;16;128
2020-03;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, E.P.E.;40.117897,-8.8586755;93;62;233;6;;57;63;146;19;3;7;689
2020-03;Região de Saúde Norte;Hospital Santa Maria Maior, E.P.E.;41.5324234,-8.6171561;64;50;200;5;;30;51;143;11;3;5;562
2020-03;Serviços Centrais;Inspeção-Geral das Atividades em Saúde;;;;;;;;15;3;7;1;55;81
2020-03;Serviços Centrais;Secretaria Geral do Ministério da Saúde;;;;;;;;15;16;21;2;6;60
2020-03;Serviços Centrais;Serviço de Intervenção nos Comportamentos Aditivos e nas Dependências;;1;;;1;;;42;3;66;8;44;165
2020-03;Região de Saúde do Alentejo;Unidade Local de Saúde Baixo Alentejo, E.P.E.;38.014123,-7.8721227;146;71;603;29;;130;251;415;49;16;21;1731
2020-03;Região de Saúde Norte;Unidade Local de Saúde Matosinhos, E.P.E.;41.1794456,-8.6745115;440;249;873;22;;140;306;397;53;11;31;2522
2020-03;Região de Saúde Norte;Unidade Local de Saúde Nordeste, E.P.E.;41.8056532,-6.7888197;203;111;680;21;;131;262;416;61;14;10;1909
2020-04;Região de Saúde do Alentejo;Administração Regional de Saúde do Alentejo, I.P.;;113;40;224;15;;36;188;82;67;9;12;786
2020-04;Região de Saúde do Centro;Administração Regional de Saúde do Centro, I.P.;;1025;439;1370;70;;145;1092;443;217;17;21;4839
2020-04;Região de Saúde Norte;Administração Regional de Saúde do Norte, I.P.;;2028;848;2884;151;;189;2023;765;421;26;37;9372
2020-04;Região de Saúde LVT;Centro Hospitalar Barreiro Montijo, E.P.E.;38.6554005,-9.0592392;179;116;673;14;;159;180;460;35;9;23;1848
2020-04;Região de Saúde do Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812,-8.7982706;250;155;867;23;;138;166;534;36;9;10;2188
2020-04;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454,-9.216985;567;388;1472;42;;336;411;999;72;11;34;4332
2020-04;Região de Saúde LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754,-8.8818638;259;156;790;14;;166;212;656;44;7;25;2329
2020-04;Região de Saúde Norte;Centro Hospitalar de Trás-os-Montes e Alto Douro, E.P.E.;41.3031784,-7.7515252;321;206;1071;30;;190;225;664;41;18;12;2778
2020-04;Região de Saúde Norte;Centro Hospitalar do Médio Ave, E.P.E.;41.3423984,-8.4802503;167;67;404;12;;81;105;266;16;4;15;1137
2020-04;Região de Saúde LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629,-9.1258493;174;102;620;13;;132;209;441;29;8;24;1752
2020-04;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364,-8.0827433;349;226;973;19;;178;222;573;34;7;22;2603
2020-04;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, E.P.E.;37.0238973,-7.9281554;458;302;1655;33;;327;498;1060;120;21;33;4507
2020-04;Serviços Centrais;Direção-Geral da Saúde;;12;;11;2;;2;26;12;45;2;16;128
2020-04;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo - Cantanhede;40.3470015,-8.5933462;5;;39;2;;9;21;29;6;1;3;115
2020-04;Região de Saúde Norte;Hospital Santa Maria Maior, E.P.E.;41.5324234,-8.6171561;64;48;208;5;;31;52;150;10;3;5;576
2020-04;Serviços Centrais;Infarmed - Autoridade Nacional do Medicamento e Produtos de Saúde, I.P.;;;;;9;;2;70;6;225;2;31;345
2020-04;Serviços Centrais;Inspeção-Geral das Atividades em Saúde;;;;;;;;14;3;6;1;53;77
2020-04;Serviços Centrais;Instituto Nacional de Emergência Médica, I.P.;;10;;190;;;;83;6;72;10;952;1323
2020-04;Serviços Centrais;Instituto Nacional de Saúde Dr. Ricardo Jorge, I.P.;;7;;4;89;;102;90;58;125;5;66;546
2020-04;Região de Saúde do Alentejo;Unidade Local de Saúde Litoral Alentejano, E.P.E.;38.0162314,-8.6956768;90;48;393;5;;83;169;228;25;4;12;1057
2020-05;Serviços Centrais;Administração Central do Sistema de Saúde, I.P.;;2;;4;;;;35;7;110;4;27;189
2020-05;Região de Saúde Norte;Administração Regional de Saúde do Norte, I.P.;;2016;849;2903;149;;191;2061;802;422;26;38;9457
2020-05;Região de Saúde Norte;Centro Hospitalar de Vila Nova de Gaia/Espinho, E.P.E.;41.1094138,-8.5972617;585;353;1298;35;;250;294;963;67;16;25;3886
2020-05;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861,-9.1616116;841;651;2019;74;;495;613;1528;178;24;70;6493
2020-05;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948,-9.1371248;1056;608;2742;74;;657;749;1937;129;26;56;8034
2020-05;Região de Saúde Norte;Hospital de Braga, E.P.E.;41.567832,-8.398936;494;301;1086;17;;167;241;776;88;6;10;3186
2020-05;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, E.P.E.;38.7422257,-9.2264834;391;286;1062;38;;243;282;748;58;9;34;3151
2020-05;Região de Saúde LVT;Instituto de Oftalmologia Gama Pinto;38.7218793,-9.144249;28;6;24;1;;10;22;11;9;1;6;118
2020-05;Região de Saúde LVT;Instituto Português Oncologia Francisco Gentil - Lisboa, E.P.E.;38.7396768,-9.1634516;261;112;581;32;;201;238;411;93;11;32;1972
2020-05;Região de Saúde Norte;Unidade Local de Saúde Alto Minho, E.P.E.;41.7056054,-8.8252713;406;191;995;36;;127;375;586;68;13;18;2815
2020-05;Região de Saúde do Alentejo;Unidade Local de Saúde Litoral Alentejano, E.P.E.;38.0162314,-8.6956768;90;48;394;5;;88;167;229;25;4;12;1062
2020-06;Serviços Centrais;Administração Central do Sistema de Saúde, I.P.;;2;;4;;;;34;7;108;4;28;187
2020-06;Região de Saúde LVT;Centro Hospitalar Barreiro Montijo, E.P.E.;38.6554005,-9.0592392;177;116;678;14;;157;179;465;34;9;23;1852
2020-06;Região de Saúde Norte;Centro Hospitalar de Vila Nova de Gaia/Espinho, E.P.E.;41.1094138,-8.5972617;585;352;1311;35;;252;299;958;68;16;25;3901
2020-06;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523,-8.4098211;1007;682;3074;112;;512;709;1837;144;28;53;8158
2020-06;Região de Saúde Norte;Centro Hospitalar Universitário de S. João, E.P.E.;41.1831056,-8.6010558;924;592;2448;56;;373;412;1331;157;22;47;6362
2020-06;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, E.P.E.;37.0238973,-7.9281554;457;299;1656;37;;327;495;1078;116;21;33;4519
2020-06;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948,-9.1371248;1051;605;2728;75;;662;742;1946;128;26;57;8020
2020-06;Região de Saúde Norte;Hospital da Senhora da Oliveira - Guimarães, E.P.E.;41.4387173,-8.3086907;269;170;750;15;;120;138;389;39;7;20;1917
2020-06;Região de Saúde do Centro;Hospital Doutor Francisco Zagalo - Ovar;40.8571967,-8.6318023;21;;72;2;;20;28;54;14;3;5;219
2020-06;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, E.P.E.;38.7422257,-9.2264834;391;284;1062;38;;247;283;760;60;9;34;3168
2020-06;Serviços Centrais;Serviço de Intervenção nos Comportamentos Aditivos e nas Dependências;;1;;;1;;;42;3;68;8;44;167
2020-06;Região de Saúde do Alentejo;Unidade Local de Saúde Baixo Alentejo, E.P.E.;38.014123,-7.8721227;147;71;610;29;;132;260;424;48;16;22;1759
2020-06;Região de Saúde do Centro;Unidade Local de Saúde Guarda, E.P.E.;40.5309916,-7.2734793;211;100;742;28;;143;229;599;45;11;28;2136
2020-06;Região de Saúde do Alentejo;Unidade Local de Saúde Litoral Alentejano, E.P.E.;38.0162314,-8.6956768;88;48;398;5;;90;169;227;25;4;10;1064
2020-07;Serviços Centrais;Ação Governativa;;;;;;;;7;6;;1;19;33
2020-07;Região de Saúde do Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812,-8.7982706;251;151;874;23;;137;165;538;37;9;10;2195
2020-07;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454,-9.216985;564;384;1478;42;;349;414;1022;72;11;33;4369
2020-07;Região de Saúde LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754,-8.8818638;254;149;815;14;;166;220;695;44;7;25;2389
2020-07;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, E.P.E.;41.2494561,-8.264901;299;159;747;11;;132;222;580;40;10;18;2218
2020-07;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861,-9.1616116;837;636;2019;74;;496;613;1525;176;24;67;6467
2020-07;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948,-9.1371248;1047;600;2739;74;;662;752;1941;128;26;58;8027
2020-07;Serviços Centrais;Direção-Geral da Saúde;;14;;12;2;;2;25;10;46;2;15;128
2020-07;Região de Saúde Norte;Hospital da Senhora da Oliveira - Guimarães, E.P.E.;41.4387173,-8.3086907;272;170;752;15;;121;139;387;39;7;20;1922
2020-07;Região de Saúde LVT;Hospital Distrital de Santarém, E.P.E.;39.2410946,-8.6937515;177;119;604;13;;120;149;468;29;7;16;1702
2020-07;Região de Saúde do Centro;Instituto Português Oncologia Francisco Gentil - Coimbra, E.P.E.;40.2162514,-8.4103814;151;53;293;28;;106;117;270;30;5;11;1064
2020-07;Região de Saúde LVT;Instituto Português Oncologia Francisco Gentil - Lisboa, E.P.E.;38.7396768,-9.1634516;262;111;582;32;;205;246;422;97;11;32;2000
2020-07;Região de Saúde Norte;Instituto Português Oncologia Francisco Gentil - Porto, E.P.E.;41.1785642,-8.6062881;300;99;760;61;;200;207;538;64;13;28;2270
2020-07;Região de Saúde do Centro;Unidade Local de Saúde Castelo Branco, E.P.E.;39.8212263,-7.4981271;155;73;507;17;;94;176;324;30;11;8;1395
2020-07;Região de Saúde Norte;Unidade Local de Saúde Matosinhos, E.P.E.;41.1794456,-8.6745115;443;241;918;22;;158;305;436;60;11;30;2624
2020-08;Região de Saúde do Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812,-8.7982706;250;149;874;22;;140;170;540;36;9;9;2199
2020-08;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453,-8.6543716;276;144;794;21;;120;148;439;23;4;23;1992
2020-08;Região de Saúde Norte;Hospital de Braga, E.P.E.;41.567832,-8.398936;492;295;1077;17;;170;241;782;89;6;10;3179
2020-08;Serviços Centrais;Instituto Nacional de Saúde Dr. Ricardo Jorge, I.P.;;7;;4;89;;103;91;58;126;5;65;548
2020-08;Região de Saúde do Centro;Instituto Português Oncologia Francisco Gentil - Coimbra, E.P.E.;40.2162514,-8.4103814;150;53;293;28;;104;119;267;30;5;11;1060
2020-09;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523,-8.4098211;988;663;3105;111;;510;714;1873;144;28;53;8189
2020-09;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364,-8.0827433;345;212;975;20;;190;240;572;35;8;23;2620
2020-09;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, E.P.E.;37.0238973,-7.9281554;456;288;1657;37;;337;509;1085;124;20;35;4548
2020-09;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498,-8.6172617;735;472;1572;64;;314;411;950;102;16;30;4666
2020-09;Região de Saúde Norte;Hospital da Senhora da Oliveira - Guimarães, E.P.E.;41.4387173,-8.3086907;276;163;750;15;;122;141;395;41;7;20;1930
2020-09;Região de Saúde Norte;Hospital de Braga, E.P.E.;41.567832,-8.398936;493;294;1071;17;;173;242;776;89;6;11;3172
2020-09;Região de Saúde do Centro;Hospital Doutor Francisco Zagalo - Ovar;40.8571967,-8.6318023;20;;59;2;;19;28;47;14;3;5;197
2020-09;Região de Saúde LVT;Hospital Garcia de Orta, E.P.E.;38.6658713,-9.1822554;417;216;1043;18;;233;241;670;73;10;31;2952
2020-09;Região de Saúde LVT;Instituto de Oftalmologia Gama Pinto;38.7218793,-9.144249;28;6;24;1;;11;20;10;9;1;6;116
2020-09;Serviços Centrais;Instituto Nacional de Emergência Médica, I.P.;;10;;187;;;;81;8;79;10;1047;1422
2020-09;Região de Saúde Norte;Instituto Português Oncologia Francisco Gentil - Porto, E.P.E.;41.1785642,-8.6062881;298;99;745;61;;199;203;524;65;13;28;2235
2020-09;Serviços Centrais;Serviços Partilhados do Ministério da Saúde, E.P.E.;;;;;;;;62;3;149;16;44;274
2020-09;Região de Saúde Norte;Unidade Local de Saúde Matosinhos, E.P.E.;41.1794456,-8.6745115;444;237;921;22;;158;304;439;62;11;30;2628
2020-09;Região de Saúde Norte;Unidade Local de Saúde Nordeste, E.P.E.;41.8056532,-6.7888197;191;102;699;21;;133;261;487;62;14;10;1980
2020-10;Região de Saúde do Alentejo;Administração Regional de Saúde do Alentejo, I.P.;;113;34;232;15;;44;194;101;70;9;12;824
2020-10;Região de Saúde Norte;Administração Regional de Saúde do Norte, I.P.;;2014;762;2983;144;;217;2180;933;447;27;37;9744
2020-10;Região de Saúde LVT;Centro Hospitalar Barreiro Montijo, E.P.E.;38.6554005,-9.0592392;184;109;696;15;;164;175;488;35;8;23;1897
2020-10;Região de Saúde do Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812,-8.7982706;248;150;878;22;;143;169;544;39;10;9;2212
2020-10;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, E.P.E.;41.2494561,-8.264901;301;151;756;11;;137;227;595;40;10;18;2246
2020-10;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364,-8.0827433;348;209;984;21;;191;244;575;34;9;23;2638
2020-10;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro - Rovisco Pais;40.297919,-8.7707806;15;9;73;1;;29;18;82;16;2;3;248
2020-10;Serviços Centrais;Direção-Geral da Saúde;;13;;12;2;;2;26;10;48;3;14;130
2020-10;Região de Saúde Norte;Hospital de Magalhães Lemos, E.P.E.;41.1764649,-8.6649823;40;23;174;14;;9;32;152;15;2;7;468
2020-10;Serviços Centrais;Infarmed - Autoridade Nacional do Medicamento e Produtos de Saúde, I.P.;;;;;9;;2;68;6;238;2;30;355
2020-10;Região de Saúde Norte;Instituto Português Oncologia Francisco Gentil - Porto, E.P.E.;41.1785642,-8.6062881;297;98;751;61;;196;206;523;66;13;28;2239
2020-10;Serviços Centrais;Serviço de Intervenção nos Comportamentos Aditivos e nas Dependências;;1;;;1;;;41;3;66;8;44;164
2020-10;Serviços Centrais;Serviços Partilhados do Ministério da Saúde, E.P.E.;;;;;;;;62;3;150;16;45;276
2020-10;Região de Saúde do Alentejo;Unidade Local de Saúde Baixo Alentejo, E.P.E.;38.014123,-7.8721227;149;65;624;30;;137;262;442;46;15;24;1794
2020-11;Região de Saúde Norte;Centro Hospitalar de Entre o Douro e Vouga, E.P.E.;40.9293884,-8.5458794;305;156;761;17;;144;192;732;39;10;10;2366
2020-11;Região de Saúde do Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812,-8.7982706;262;139;896;22;;142;172;551;39;9;9;2241
2020-11;Região de Saúde LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754,-8.8818638;260;141;832;13;;168;230;727;44;7;24;2446
2020-11;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453,-8.6543716;285;132;810;20;;122;150;460;23;4;23;2029
2020-11;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, E.P.E.;41.3828711,-8.7589945;118;35;292;9;;39;86;174;31;4;8;796
2020-11;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771,-9.1460705;57;33;175;45;;36;53;166;38;4;13;620
2020-11;Região de Saúde Norte;Centro Hospitalar Universitário de S. João, E.P.E.;41.1831056,-8.6010558;960;525;2525;57;;378;424;1384;161;22;48;6484
2020-11;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, E.P.E.;37.0238973,-7.9281554;465;276;1683;37;;340;508;1123;122;20;37;4611
2020-11;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo - Cantanhede;40.3470015,-8.5933462;8;;43;1;;15;20;35;7;1;3;133
2020-11;Região de Saúde do Alentejo;Hospital do Espírito Santo de Évora, E.P.E.;38.5684861,-7.9032848;206;117;603;6;;149;157;431;41;6;29;1745
2020-11;Região de Saúde LVT;Hospital Garcia de Orta, E.P.E.;38.6658713,-9.1822554;429;203;1066;17;;233;242;673;75;9;32;2979
